Country,Country_Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Brazil,BRA,-4.350000000000222,1.0321895854695953,-0.5440720510302981,4.924690004637739,5.852870364389304,4.223793633647205,2.208864050514819,3.3948459853159676,0.338097901952338,0.46793756667946695,4.387949443648694,1.3898964044580993,3.0534618568361935,1.1408289987710134,5.759964636859976,3.2021320621625478,3.961988708994852,6.069870607331282,5.094195448119976,-0.1258120029914096,7.528225818121513,3.9744230794470212,1.9211759850946208,3.004822670288803,0.5039557402732413,-3.5457633934727824,-3.2759169063211004,1.3228690539081498,1.7836667613700286,1.2207778227194268
Barbados,BRB,-3.307593307593308,-3.899906828164518,-5.692520775623265,0.7930679982376176,2.0107824566516115,2.0139980002856817,3.976477177261259,4.740102343118764,3.7284649010028232,0.334655428854731,4.447189623224219,-2.365464222353637,0.7874015748031411,2.1754807692307736,1.4115986354546521,3.95545760352627,6.112713104315674,2.0776480649255404,0.6400984997574852,-5.017744078334246,-2.365164729189189,-0.6877795874316064,-0.4326785536816402,-1.4474074791245357,-0.08726284920763305,2.472620345709828,2.5330239510290795,0.4562915135636558,-1.0271391156918384,-0.6102746558930932
Brunei Darussalam,BRN,1.0894205354875766,3.145941361662665,4.7585808455215926,0.3045728741418685,3.1453973953587564,4.478707339837484,2.87831774721235,-1.4711715721825698,-0.5585088510974714,3.0521571416020805,2.8494218578272665,2.7440405176520244,3.872096967042978,2.903955476531152,0.5043182526873267,0.38750720823207985,4.3977196775217635,0.15458181174277286,-1.9397146378467056,-1.764535541326012,2.598965746432256,3.7453183520599396,0.9128416709644114,-2.1260285174017497,-2.508352566445609,-0.3923837495020308,-2.477917718332236,1.328602551617152,0.05223779077677193,3.8691098650684523
Bhutan,BTN,10.383117915023377,-0.40787568723943934,4.600891431846293,1.9863665899686964,4.951503670204829,7.074117277945135,5.565172862120463,5.373838519144812,5.914030834619851,7.983972021833168,3.355068284740213,8.348954482828503,10.992281843750959,7.823302361497483,6.008742236132633,7.287249352187004,6.999738095009064,18.36085405554526,4.799460611558956,6.748333748498084,11.945895998375661,7.982617040557912,5.118400858005344,2.1199726329821544,5.776495680137245,6.64223210535566,8.127033538389398,4.651834675296058,3.055129836725385,5.755169993094626
Botswana,BWA,6.772821949382646,7.458709170759974,2.91707030442754,1.9161070189864375,3.6279160769942678,7.03041030851152,5.829800006985565,8.325890900161468,0.4436635220682632,9.667240794749048,1.9876957509073208,0.25057395657603365,6.06953088013708,4.625894726732497,2.7058217290473436,4.5566456730074805,8.363871095803361,8.276763793148405,6.245437300299045,-7.652310196020622,8.563630827664227,6.048361448085544,4.456144448018719,11.343397006076032,4.149262246579056,-5.71768255706327,7.036896950632411,4.003449739749001,3.9803953904255422,3.3489101391339204
Central African Republic,CAF,-2.1475280657408717,-0.5525430051018674,-6.42407819946331,0.3352756846460636,4.899949410001142,7.200045557519033,-4.000092963647887,5.299936018260738,4.700142378793288,3.5999749043227354,-2.489432440288738,4.464739026408665,3.616542191505957,-5.397485218558771,5.994884227986958,0.9082105148719535,4.7710854304410475,4.607534854520253,2.054130962004848,8.58726042640994,4.63081843223307,4.19461533741989,5.053761253569178,-36.39197709838867,0.08107051532648768,4.3371210302023115,4.750316841223423,4.52727821346231,3.7894435927546226,3.0999999999999943
Canada,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.796542479934388,3.970482636894218,4.9177627435622355,1.4055275887281624,3.4221461713249255,3.811090152824633,3.9140287821924176,4.995860869301708,4.1658176272067635,6.868608857030466,1.007622695457556,-2.928400166845492,3.0894946198278603,3.146881372070581,1.7622225494588122,2.3291225062101972,2.87003607545671,0.6591768635588693,1.0013944139040518,3.039880225281948,2.77704055379553,1.8795920277017757
Switzerland,CHE,3.6746256974126794,-0.9158165892006735,-0.04373291578355065,-0.12598373761711912,1.2697577319811728,0.48086657446381764,0.4939098863003153,2.269168118798575,3.0653313754570632,1.7455344009486709,3.976409234093765,1.5758172623633726,-0.005506462527904432,-0.04684637296965377,2.8215281153749316,2.8826384340653703,4.0150076076315315,3.9957222460271566,2.7555114357531068,-2.0796332197970884,3.268101656037018,1.9204459853370253,1.217193656840891,1.8216677908258134,2.4468451568844642,1.6577687112717427,2.0451864692661275,1.5848196164573807,2.9169050982661133,1.2109922071196166
Chile,CHL,3.3335654744456065,7.804392185597678,11.166707733897184,6.588783826589562,5.030197977489422,8.93329586932387,6.802916595837871,7.391739268433099,4.180886627006686,-0.2736313981937002,4.971621488297103,3.154034924599671,3.2027991352011327,4.7232452686104125,6.674254168229226,5.837045719177581,6.049990825639682,5.1682309852843105,3.7893928063523816,-1.1180372364287763,5.851651022240475,6.223896785091384,6.155340018554938,3.3085082471008462,1.7926494713925933,2.151942499811838,1.7530387490143795,1.3576953734959716,3.9900294778448853,0.7705395838990796
China,CHN,3.9202513677656867,9.262786084062341,14.224529593182382,13.883729302103134,13.036806631967266,10.953954342869892,9.922556752311621,9.236779891626725,7.845951787619526,7.661651500536564,8.490093405751907,8.335733478143297,9.133630789933164,10.038030481108024,10.113621378046119,11.39459180972861,12.720955665173506,14.230860933080308,9.650678919557024,9.39872563237978,10.63587106468124,9.550832178862294,7.863736448661939,7.766150097538997,7.425763656457548,7.041328878654809,6.8487622050324575,6.947200793272884,6.7497738324771746,5.950500753769788
Cote d'Ivoire,CIV,-1.095908412383082,0.04092517172529142,-0.24456061143492036,-0.19248510009943232,0.8112066844329036,7.125744724481194,7.729327422041706,9.64884004862283,4.263905939590813,1.1668599831714772,-0.2657894639433067,-2.154012490276685,-2.7305264739125903,-4.7258665858051785,3.185038228860492,0.9960655618642704,2.8155785960885,1.1014297644742044,4.78266598108668,3.603321566091111,6.848049400599422,-5.370447241365625,7.620411762929336,10.760213131708156,9.371999942011485,7.194090645406732,7.179207823924784,7.359638088216954,6.890284319672844,6.231709513050831
Cameroon,CMR,-6.105697646006561,-3.808599372793182,-3.100003210819139,-7.932066574475357,1.8768092258040383,2.8940013773969753,4.2150721495305845,4.527313766250373,4.725534848025632,4.511304221407315,3.832417795322371,4.324261192173168,4.477026828958785,5.453153690805237,7.048862822961382,2.228270206006215,3.809583272578564,4.327589012889121,2.8476778892309653,2.5792517753098423,2.8990247240231213,3.3792112877077045,4.625978719416523,4.995529159472184,5.719818144026448,5.66695299105416,4.535794235697338,3.541176549260072,3.955514240366398,3.475059978656077
"Congo, Dem. Rep.",COD,-6.568310694642463,-8.421051499133767,-10.500008564647729,-13.469050538127945,-3.8999968031238694,0.6999988297943958,-1.0231726419992242,-5.617046598700881,-1.62415404478989,-4.270140831133503,-6.910927316521011,-2.1001730248884627,2.9477651835976673,5.577822311444237,6.73837393324294,6.135151155489723,5.320979565489978,6.259477764373969,6.225894268691931,2.8550640101148446,7.107976575813922,6.874670890016304,7.0868989467194154,8.481956636087546,9.470288097140838,6.91616712035345,2.3993989141368672,3.7269476533326724,5.821121099893389,4.384528881038818
"Congo, Rep.",COG,1.00000356627487,2.395367452556158,2.611948055338715,-0.979683208744774,-5.493075745414018,3.985324378110704,4.290481558704016,-0.6248121522607164,3.7375527698088433,-2.58219935813743,7.575980395264196,3.8026018991356096,4.5818700610888925,0.8132640763037813,3.4766316211808856,7.755758978066481,7.986238363342906,-6.613994804410012,6.306375955852587,11.637288861575755,9.931265430955776,2.205919362867178,9.947153142575644,-0.7124344518764474,6.716679333786473,-3.5505817654546803,-10.783238268922517,-4.382530946292334,-4.805351557568656,-0.08688595788774478
Colombia,COL,4.281998330530584,2.0016075968919154,4.044929437740777,5.385409938567733,5.814661907878133,5.202437592509199,2.0558547121738684,3.4302936782762288,0.5697840898662605,-4.204015243699274,2.924861483145918,1.6778983076995502,2.5039804655068565,3.918271903598324,5.333022067452362,4.828761107950854,6.716868698444017,6.738194690909751,3.2834461861654063,1.1396486454806194,4.494658970709224,6.947891981735552,3.9126357671611487,5.133993519956718,4.499030001109716,2.955901375275232,2.0873825016279426,1.3593608678874602,2.5643242827770365,3.1868553924553282
Comoros,COM,5.091236413396956,-5.395637148600343,8.530981787732884,3.0060613074486042,-5.276782997448677,3.610206431653168,-1.2916889262001092,4.030153667729792,1.2825157933853575,1.924408712122954,10.847878616072038,2.332907101828738,2.3249448613998,2.1038716355304956,1.919659807122784,2.8375478698833234,2.6469554759411977,0.8000423489553867,3.964611188718152,3.2407407407407476,3.7777667368439154,4.143506687660079,3.168409884333883,4.46624729869707,2.1066576032101665,1.147350762747294,3.32044655488788,3.8157628748953556,3.642451147336857,1.7607858171940762
Cabo Verde,CPV,0.6921718743412129,1.404146852470916,10.937647242874888,8.708311376318917,19.182641817247955,14.211636258635238,11.346524728534632,11.11842603571327,12.517285667710524,11.222648532162054,14.284868832122498,2.231654492849586,5.2508912461355095,4.176259301752111,10.19707260914329,6.912457988118234,7.983750447045452,15.170687968540037,6.650520522597006,-1.2704259675684142,1.466790097069378,3.968886344719863,1.0819182787712691,0.8027976005742232,0.6112126662078765,1.0068637068455928,4.7057915092711795,3.702039187765422,4.531161684348888,5.6677524603430385
Costa Rica,CRI,3.553063365722849,2.2656549885171415,9.201103732325393,7.097191239947563,4.519028376846165,4.153953043052766,1.3504595390388516,5.4761657740552465,7.155308577028947,4.214811169647064,3.8687180881864265,3.4911698727210165,3.416876390033835,4.31717986611369,4.424599597242178,3.9766663679290843,7.326695432183982,8.215131983501252,4.738174877967012,-0.8734559427998931,5.360343479858415,4.4031592397043084,4.882592410257388,2.4947661120995406,3.542109877659769,3.6520809680288266,4.204323251758993,4.157698962760904,2.615904404337897,2.417511817625126
Cuba,CUB,-2.948564945033894,-10.692697108488431,-11.580603081269771,-14.878180694759465,0.7169303104167994,2.457201172436868,7.838749658991489,2.7834250417431434,0.15914605232671875,6.188755303522569,5.914760174048595,3.1850299044946127,1.4248212614128164,3.7927402230433387,5.7705380702155935,11.201656421909362,12.065863112995316,7.2621369664794315,4.116828041646812,1.4513054307407032,2.3903522965072312,2.802300836476263,3.014900288987718,2.747602562572112,1.047576631876538,4.438141959221213,0.513761467889907,1.8090543994158566,2.2484803930358055,-0.1648399824638318
Cyprus,CYP,7.403999506590125,0.7395012020426748,9.399999016317025,0.7000004881453776,5.899998700944934,8.362469304665694,1.24858157644654,2.640894639521747,6.110846746425665,4.997960422480048,5.965310314885542,3.952560540862919,3.7229564988305697,2.6232861229859026,5.026343925759875,4.853003838356656,4.7138286656310555,5.098068452611841,3.6468119905756,-2.0152623590686716,2.014695706994061,0.4014379411327411,-3.446822085897125,-6.553078254991192,-1.82930910922002,3.383079711943779,6.454554466258955,5.8525403549324295,5.692841724488247,5.28318739627791
