Country,Country_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Jamaica,JAM,66.231,65.5,64.761,64.015,63.26,62.501,61.735,60.964,60.185,59.404,58.676,58.142,57.605,57.067,56.528,55.987,55.443,54.9,54.355,53.809,53.261,52.714,52.187,51.984,51.78,51.576,51.372,51.168,50.964,50.76,50.556,50.344,50.104,49.864,49.625,49.385,49.145,48.905,48.665,48.426,48.186,47.947,47.749,47.563,47.375,47.189,47.002,46.816,46.629,46.443,46.257,46.07,45.868,45.65,45.416,45.167,44.902,44.622,44.326,44.015
Jordan,JOR,49.121,47.588,46.785,46.435,46.086,45.738,45.39,45.043,44.704,44.367,44.029,43.692,43.355,43.02,42.685,42.35,42.016,41.684,41.351,41.02,39.971,38.536,37.118,35.721999999999994,34.348,33.004000000000005,31.685,30.394000000000005,29.132000000000005,27.905,26.709000000000003,25.545,24.414,23.32,22.26,21.793000000000006,21.78,21.768,21.755,21.742000000000004,21.73,21.717,21.703999999999994,21.691999999999993,21.679000000000002,20.515,19.03,17.629000000000005,16.308000000000007,15.072000000000003,13.912000000000006,12.828000000000003,11.815,10.875,10.0,9.744,9.494,9.253,9.021,8.796999999999997
Japan,JPN,36.728,35.787000000000006,34.855999999999995,33.93600000000001,33.028000000000006,32.134,31.296000000000006,30.483999999999995,29.683999999999997,28.897999999999996,28.123000000000005,27.334000000000003,26.548000000000002,25.78,25.025,24.284000000000006,24.055999999999997,23.998000000000005,23.94,23.882000000000005,23.825,23.727000000000004,23.617000000000004,23.507000000000005,23.397000000000006,23.287999999999997,23.165,23.037999999999997,22.912000000000006,22.787000000000006,22.661,22.527,22.39,22.254000000000005,22.119,21.983999999999995,21.855,21.727999999999994,21.602000000000004,21.477000000000004,21.351,20.01,18.352999999999994,16.804000000000002,15.36,14.022000000000006,12.882000000000005,11.854,10.897000000000006,10.010999999999996,9.188000000000002,8.930999999999997,8.852000000000004,8.774000000000001,8.695999999999998,8.619,8.543000000000006,8.465,8.384,8.302000000000007
Kazakhstan,KAZ,55.802,55.254,54.704,54.153,53.6,52.953,52.304,51.654,51.003,50.353,49.764,49.247,48.731,48.215,47.7,47.436,47.172,46.908,46.644,46.3,45.858,45.418,44.978,44.539,44.1,43.99,43.879,43.769,43.659,43.643,43.734,43.825,43.917,44.008,44.1,44.079,44.057,44.036,44.014,43.975,43.902,43.829,43.756,43.683,43.61,43.537,43.464,43.391,43.318,43.245,43.173,43.1,43.027,42.954,42.882,42.809,42.736,42.664,42.572,42.46
Kenya,KEN,92.638,92.435,92.226,91.962,91.682,91.395,91.098,90.791,90.475,90.15,89.705,89.222,88.718,88.195,87.651,87.086,86.497,85.888,85.255,84.599,84.417,84.319,84.22,84.121,84.021,83.92099999999999,83.82,83.719,83.617,83.515,83.252,82.957,82.658,82.355,82.048,81.737,81.42099999999999,81.102,80.77799999999999,80.45,80.108,79.761,79.40899999999999,79.05199999999999,78.69,78.325,77.955,77.58,77.2,76.81700000000001,76.429,76.031,75.624,75.206,74.779,74.342,73.895,73.438,72.97,72.493
Kyrgyz Republic,KGZ,65.819,65.489,65.156,64.822,64.485,64.149,63.81,63.47,63.129,62.786,62.534,62.391,62.247,62.103,61.958,61.814,61.669,61.524,61.379,61.323,61.373,61.423,61.473,61.523,61.573,61.623,61.673,61.723,61.773,61.935,62.223,62.51,62.797,63.082,63.367,63.651,63.934,64.215,64.49600000000001,64.7,64.702,64.70400000000001,64.705,64.707,64.708,64.71,64.711,64.713,64.715,64.71600000000001,64.694,64.648,64.577,64.483,64.365,64.223,64.056,63.865,63.649,63.409
Cambodia,KHM,89.715,89.707,89.667,89.503,89.338,89.17,89.0,87.902,86.709,85.42099999999999,84.03,81.283,78.182,74.737,70.945,95.523,95.18,94.814,94.422,94.001,90.102,87.258,86.969,86.675,86.374,86.069,85.758,85.441,85.117,84.789,84.45400000000001,84.113,83.76599999999999,83.413,83.054,82.689,82.31700000000001,81.94,81.645,81.53,81.414,81.297,81.18,81.063,80.945,80.826,80.707,80.587,80.429,80.07,79.706,79.337,78.963,78.585,78.201,77.812,77.418,77.02,76.612,76.195
Kiribati,KIR,83.71,83.082,82.434,81.767,81.08,80.375,79.649,78.90299999999999,78.137,77.129,75.912,74.652,73.346,72.003,71.04,70.394,69.738,69.075,68.404,67.964,67.71600000000001,67.468,67.218,66.968,66.71600000000001,66.459,66.172,65.884,65.595,65.305,65.013,64.72800000000001,64.445,64.161,63.877,63.591,62.614,61.248,59.862,58.46,57.042,56.527,56.508,56.488,56.468,56.449,55.97,55.134,54.294,53.453,52.61,51.765,50.918,50.073,49.227,48.381,47.55,46.738,45.943,45.165
St. Kitts and Nevis,KNA,72.356,71.731,71.09700000000001,70.455,69.803,69.145,68.479,67.804,67.122,66.43299999999999,65.85900000000001,65.68299999999999,65.505,65.328,65.15100000000001,64.973,64.794,64.615,64.436,64.256,64.118,64.24600000000001,64.374,64.50200000000001,64.63,64.757,64.884,65.011,65.138,65.265,65.39099999999999,65.52600000000001,65.717,65.907,66.096,66.285,66.47399999999999,66.661,66.84899999999999,67.035,67.22200000000001,67.402,67.545,67.688,67.83,67.97200000000001,68.114,68.256,68.39699999999999,68.537,68.678,68.818,68.938,69.036,69.115,69.173,69.21,69.227,69.224,69.201
"Korea, Rep.",KOR,72.29,71.469,70.539,69.593,68.628,67.649,66.65299999999999,65.029,63.154,61.244,59.296,57.739,56.308,54.869,53.421,51.967,50.281,48.524,46.767,45.019,43.28,41.593,39.939,38.307,36.699,35.123999999999995,33.321,31.436999999999998,29.611000000000004,27.852000000000004,26.156000000000006,25.028000000000006,24.18,23.355,22.548000000000002,21.760999999999996,21.337999999999994,21.095,20.855,20.616,20.379000000000005,20.06,19.700999999999993,19.348,18.998000000000005,18.655,18.471999999999994,18.369,18.266999999999996,18.165,18.063999999999993,18.076999999999998,18.149,18.221000000000004,18.293000000000006,18.366,18.438000000000002,18.497,18.540999999999997,18.57
Kuwait,KWT,25.107,24.212999999999994,23.34,22.489000000000004,21.659000000000006,20.727000000000004,19.284000000000006,17.918999999999997,16.629000000000005,15.418000000000006,14.338999999999999,13.555999999999997,12.808000000000007,12.097999999999999,11.421000000000006,10.616,9.255,8.055999999999997,7.0,6.072000000000003,5.218999999999994,4.33,3.5859999999999985,2.965999999999994,2.448999999999998,2.096999999999994,2.0829999999999984,2.067999999999998,2.054000000000002,2.0400000000000063,2.0259999999999962,2.0120000000000005,1.9980000000000047,1.9839999999999947,1.9710000000000036,1.9039999999999964,1.675,1.472999999999999,1.295,1.1380000000000052,1.0,0.09199999999999875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lao PDR,LAO,92.054,91.98,91.905,91.83,91.754,91.67699999999999,91.6,91.30799999999999,91.006,90.696,90.375,90.045,89.705,89.403,89.163,88.919,88.669,88.416,88.157,87.893,87.623,87.35,87.07,86.786,86.496,86.196,85.882,85.561,85.234,84.902,84.563,84.218,83.867,83.51,83.146,82.622,81.76599999999999,80.88,79.961,79.009,78.023,77.007,75.956,74.874,73.758,72.814,72.252,71.684,71.107,70.525,69.936,69.34,68.736,68.128,67.513,66.892,66.26400000000001,65.632,64.99600000000001,64.355
Lebanon,LBN,57.657,55.961,54.248,52.525,50.793,49.065,47.336,45.614,43.899,42.204,40.525,38.94,37.42,35.928,34.46,33.022000000000006,31.613,30.241,28.900999999999996,27.596999999999994,26.328000000000003,25.101,23.911,22.76,21.647000000000006,20.578000000000003,19.546000000000006,18.554000000000002,17.6,17.236999999999995,16.88,16.528000000000006,16.182000000000002,15.843000000000004,15.509,15.18,14.858000000000004,14.540999999999997,14.23,14.115,14.0,13.882000000000005,13.76,13.634,13.506,13.373000000000005,13.238,13.099000000000004,12.957999999999998,12.813000000000002,12.665999999999997,12.516000000000005,12.364000000000004,12.21,12.052999999999997,11.894000000000005,11.733999999999995,11.570999999999998,11.406999999999996,11.242000000000004
Liberia,LBR,81.368,80.709,80.031,79.336,78.622,77.892,77.144,76.378,75.593,74.793,73.975,73.14,72.287,71.419,70.53,69.618,68.689,67.74799999999999,66.791,65.819,64.833,63.837,62.827,61.806,60.166,57.627,55.044,52.433,49.805,47.186,44.578,42.0,44.981,47.991,51.019,54.04,57.036,56.696,56.354,56.012,55.669,55.327,54.983,54.639,54.294,53.949,53.604,53.258,52.912,52.555,52.187,51.807,51.417,51.015,50.603,50.18,49.746,49.303,48.849,48.385
Libya,LBY,72.67699999999999,71.803,70.911,70.002,69.076,66.334,63.302,60.161,56.93,53.648,50.329,47.008,43.708,40.472,38.763,37.215,35.69,34.19799999999999,32.735,31.304000000000002,29.906000000000006,28.549000000000007,27.227000000000004,25.945,24.7,24.55,24.495,24.44,24.385999999999996,24.331000000000003,24.277,24.223,24.168000000000006,24.114000000000004,24.06,24.006,23.951999999999998,23.885999999999996,23.807000000000002,23.715999999999994,23.613,23.498000000000005,23.370999999999995,23.232,23.081000000000003,22.92,22.747,22.563000000000002,22.367999999999995,22.162999999999997,21.947999999999993,21.723,21.488,21.244,20.991,20.73,20.46,20.183000000000007,19.897999999999996,19.607
St. Lucia,LCA,78.54,78.304,78.066,77.826,77.584,77.34,77.095,76.84700000000001,76.59700000000001,76.346,76.093,75.838,75.581,75.32300000000001,75.062,74.8,74.535,74.27,74.002,73.732,73.46,73.188,72.913,72.636,72.357,72.077,71.795,71.512,71.226,70.939,70.651,70.428,70.631,70.833,71.035,71.235,71.435,71.634,71.832,72.029,72.226,72.527,73.67099999999999,74.78399999999999,75.867,76.915,77.932,78.916,79.869,80.787,81.55,81.55,81.55,81.539,81.518,81.485,81.44200000000001,81.388,81.322,81.246
Liechtenstein,LIE,79.563,79.685,79.898,80.11,80.321,80.529,80.736,80.941,81.145,81.346,81.547,81.636,81.646,81.656,81.666,81.676,81.686,81.696,81.706,81.71600000000001,81.726,81.813,81.957,82.099,82.241,82.381,82.521,82.66,82.799,82.936,83.072,83.179,83.264,83.349,83.434,83.518,83.71,84.006,84.298,84.586,84.87,85.038,85.094,85.15,85.205,85.261,85.316,85.371,85.426,85.481,85.536,85.59,85.633,85.666,85.687,85.697,85.697,85.685,85.662,85.629
Sri Lanka,LKA,83.569,83.408,83.247,83.084,82.986,82.89,82.793,82.696,82.598,82.5,82.402,82.303,82.20400000000001,82.104,82.004,81.90299999999999,81.80199999999999,81.701,81.599,81.496,81.393,81.324,81.34,81.356,81.371,81.387,81.40299999999999,81.418,81.434,81.449,81.465,81.48,81.496,81.511,81.527,81.542,81.55799999999999,81.57300000000001,81.589,81.604,81.62,81.635,81.651,81.666,81.681,81.697,81.712,81.72800000000001,81.743,81.758,81.774,81.789,81.804,81.80199999999999,81.782,81.744,81.689,81.616,81.524,81.415
Lesotho,LSO,96.488,96.04,95.536,94.971,94.339,93.634,92.935,92.575,92.19800000000001,91.804,91.392,90.961,90.526,90.095,89.645,89.178,88.787,88.728,88.669,88.61,88.55,88.49,88.43,88.37,88.309,88.248,88.095,87.606,87.099,86.575,86.033,85.473,84.894,84.297,83.681,83.045,82.429,81.951,81.462,80.962,80.452,79.93299999999999,79.40299999999999,78.863,78.311,77.751,77.18,76.696,76.20400000000001,75.707,75.202,74.69,74.29599999999999,73.899,73.498,73.092,72.68299999999999,72.27,71.84700000000001,71.415
Lithuania,LTU,60.54,59.557,58.565,57.566,56.559,55.55,54.535,53.516,52.493,51.47,50.445,49.281,48.032,46.79,45.549,44.315,43.085,41.868,40.658,39.639,38.842,38.054,37.27,36.494,35.723,34.962,34.206999999999994,33.46,32.72,32.358000000000004,32.417,32.477000000000004,32.536,32.596000000000004,32.655,32.715,32.775,32.834,32.894000000000005,32.95399999999999,33.013999999999996,33.081,33.172,33.263000000000005,33.354,33.365,33.294,33.223,33.152,33.158,33.242999999999995,33.259,33.135999999999996,33.013999999999996,32.891999999999996,32.77,32.634,32.483999999999995,32.321,32.145
Luxembourg,LUX,30.444000000000003,30.072999999999993,29.557000000000002,29.046999999999997,28.540999999999997,28.042,27.548000000000002,27.058999999999997,26.575,26.098,25.626000000000005,25.084000000000003,24.471999999999994,23.873000000000005,23.283,22.703000000000003,22.132999999999996,21.573999999999998,21.025,20.486999999999995,19.958,19.555999999999997,19.498999999999995,19.442999999999998,19.387,19.331000000000003,19.275,19.22,19.164,19.108999999999995,19.052999999999997,18.87,18.471999999999994,18.143,17.518,17.107,17.175,17.221000000000004,17.107,16.552000000000007,15.784000000000006,15.156999999999996,14.700999999999993,14.257000000000005,13.822999999999993,13.402000000000001,12.991,12.590999999999994,12.2,11.822000000000003,11.453000000000003,11.093999999999994,10.751000000000005,10.426000000000002,10.116,9.820999999999998,9.540000000000006,9.272999999999996,9.019000000000005,8.777000000000001
Latvia,LVA,47.133,46.337,45.541,44.747,43.955,43.168,42.383,41.602,40.825,40.054,39.287,38.567,37.878,37.195,36.516,35.843,35.17400000000001,34.513000000000005,33.857,33.31399999999999,32.905,32.56,32.278000000000006,31.997,31.717,31.44,31.218000000000004,31.052999999999997,30.888000000000005,30.8,30.75,30.799000000000007,31.147999999999996,31.200999999999993,31.099000000000004,31.25,31.35,31.4,31.549000000000007,31.78,31.933000000000007,32.05,32.15,32.2,32.1,32.0,32.033,32.1,32.166,32.18600000000001,32.159000000000006,32.131,32.102999999999994,32.075,32.048,32.02,31.979,31.925,31.858000000000004,31.778000000000006
Morocco,MAR,70.643,70.151,69.655,69.154,68.64699999999999,68.138,67.62299999999999,67.104,66.581,66.054,65.523,64.988,64.325,63.651,62.971,62.286,61.595,60.901,60.202,59.498,58.79,58.08,57.366,56.653,55.937,55.221,54.502,53.781,53.057,52.334,51.609,50.883,50.156,49.431,48.705,48.308,47.978,47.65,47.322,46.993,46.665,46.338,46.01,45.683,45.356,44.826,44.254,43.683,43.114,42.548,41.982,41.419,40.858,40.3,39.744,39.191,38.64,38.092,37.547,37.006
Monaco,MCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,MDA,76.576,75.78399999999999,74.973,74.144,73.297,72.434,71.553,70.655,69.74,68.811,67.932,67.12100000000001,66.299,65.469,64.628,63.778,62.918,62.052,61.178,60.36,59.613,58.864,58.109,57.351,56.588,55.824,55.056,54.286,53.512,53.144,53.238,53.331,53.425,53.519,53.613,53.706,53.8,54.203,54.606,55.008,55.411,55.811,56.211,56.611,57.01,57.225,57.256,57.287,57.318,57.349,57.38,57.411,57.442,57.473,57.504,57.51,57.489,57.443,57.371,57.274
Madagascar,MDG,89.358,89.029,88.691,88.343,87.986,87.621,87.253,86.926,86.59,86.249,85.9,85.474,85.036,84.589,84.131,83.666,83.245,82.816,82.378,81.932,81.476,81.012,80.539,80.057,79.566,79.06700000000001,78.55799999999999,78.041,77.513,76.979,76.434,75.881,75.319,74.749,74.464,74.20400000000001,73.94200000000001,73.679,73.414,73.14699999999999,72.879,72.60900000000001,72.337,72.064,71.789,71.186,70.575,69.957,69.33,68.699,68.062,67.42,66.773,66.122,65.46600000000001,64.807,64.144,63.478,62.809,62.139
Maldives,MDV,88.827,88.77,88.712,88.655,88.596,88.542,88.607,88.664,88.484,88.30199999999999,88.107,87.158,86.142,85.064,83.915,82.696,81.404,80.042,79.02199999999999,78.393,77.75,77.095,76.426,75.743,75.04599999999999,74.509,74.43,74.352,74.273,74.194,74.16,74.224,74.287,74.351,74.414,74.362,73.992,73.621,73.245,72.866,72.294,71.14099999999999,69.958,68.748,67.51,66.25,65.206,64.8,64.39,63.979,63.566,63.151,62.733,62.315,61.894,61.471,61.046,60.62,60.192,59.762
Mexico,MEX,49.247,48.41,47.572,46.735,45.9,45.069,44.239,43.413,42.589,41.771,40.979,40.221,39.468,38.721,37.978,37.241,36.509,35.785,35.066,34.354,33.661,33.13,32.604,32.081,31.563000000000002,31.05,30.540999999999997,30.037000000000006,29.537999999999997,29.043999999999997,28.581000000000003,28.183999999999997,27.790999999999997,27.402,27.015,26.632000000000005,26.33,26.070999999999998,25.813999999999993,25.558999999999997,25.278000000000006,24.955,24.635,24.317999999999998,24.003,23.691999999999993,23.384,23.08,22.778000000000006,22.48,22.185,21.888999999999996,21.595,21.301000000000002,21.007000000000005,20.715,20.423000000000002,20.132999999999996,19.843999999999994,19.555999999999997
Marshall Islands,MHL,64.416,63.041,61.642,60.224,58.786,57.337,55.874,54.4,51.771,49.139,46.508,43.897,41.315,38.788,38.907,39.368,39.832,40.296,40.763,41.231,41.702,41.174,40.386,39.604,38.825,38.055,37.289,36.53,35.775999999999996,35.286,34.946,34.608000000000004,34.272000000000006,33.937,33.604,33.272999999999996,32.94199999999999,32.615,32.288,31.947000000000003,31.42,30.899,30.382000000000005,29.87,29.363,28.861999999999995,28.365,27.873999999999995,27.387,26.906999999999996,26.432000000000002,25.962000000000003,25.501999999999995,25.054000000000002,24.616,24.188999999999993,23.772000000000006,23.366,22.968999999999994,22.583
North Macedonia,MKD,65.98,64.786,63.527,62.25,60.953,59.645,58.32,56.984,55.636,54.282,52.921,51.754,51.173,50.593,50.012,49.431,48.849,48.27,47.69,47.111,46.531,45.993,45.57,45.147,44.724,44.304,43.883,43.464,43.045,42.627,42.211,41.766,41.236,40.709,40.206,40.413,40.62,40.828,41.035,41.243,41.452,41.661,41.87,42.079,42.289,42.468,42.617,42.736,42.825,42.883,42.911,42.908,42.875,42.811,42.716,42.592,42.437,42.252,42.037,41.792
Mali,MLI,88.934,88.639,88.338,88.03,87.714,87.392,87.062,86.726,86.381,86.029,85.67,85.303,84.928,84.54599999999999,84.155,83.756,83.349,82.917,82.46,81.993,81.51599999999999,81.03,80.53399999999999,80.02799999999999,79.512,78.987,78.452,77.931,77.518,77.101,76.678,76.249,75.814,75.376,74.931,74.481,74.025,73.566,73.05199999999999,72.354,71.644,70.925,70.194,69.453,68.7,67.94,67.168,66.388,65.59700000000001,64.8,64.001,63.201,62.401,61.602,60.804,60.009,59.217,58.428,57.644,56.864
Malta,MLT,9.870999999999995,9.930999999999997,9.992000000000004,10.052000000000007,10.114000000000004,10.175,10.236000000000004,10.298000000000002,10.317999999999998,10.31,10.301000000000002,10.292000000000002,10.284000000000006,10.275,10.266000000000005,10.257999999999996,10.248999999999995,10.24,10.232,10.222999999999999,10.215,10.206000000000003,10.197000000000003,10.188999999999993,10.18,10.171999999999997,10.093000000000004,9.971999999999994,9.852999999999994,9.735,9.619,9.503,9.388999999999996,9.277000000000001,9.165000000000006,9.054000000000002,8.819000000000003,8.507999999999996,8.206999999999994,7.915000000000006,7.632000000000005,7.358999999999995,7.095,6.84,6.5930000000000035,6.355,6.215999999999994,6.143000000000001,6.070999999999998,5.998999999999995,5.927999999999997,5.858999999999995,5.7890000000000015,5.721000000000004,5.653000000000006,5.5859999999999985,5.52,5.4539999999999935,5.388000000000005,5.322000000000003
Myanmar,MMR,80.774,80.434,80.09,79.741,79.387,79.029,78.666,78.299,77.92699999999999,77.551,77.17,76.785,76.394,76.09700000000001,76.087,76.078,76.06700000000001,76.05799999999999,76.048,76.038,76.027,76.018,76.007,75.958,75.788,75.619,75.44800000000001,75.276,75.104,74.931,74.757,74.582,74.407,74.231,74.054,73.876,73.697,73.518,73.337,73.157,72.975,72.792,72.60900000000001,72.425,72.24,72.054,71.868,71.681,71.493,71.305,71.115,70.925,70.73400000000001,70.543,70.35,70.142,69.918,69.678,69.42099999999999,69.148
Montenegro,MNE,81.212,80.498,79.763,79.007,78.23,77.434,76.617,75.78,74.92099999999999,74.045,73.14699999999999,72.231,71.294,70.34100000000001,69.368,68.378,67.37,66.348,65.31,64.256,63.187,62.108,61.016,59.912,58.796,57.675,56.544,55.406,54.261,53.114,51.963,50.835,49.782,48.733,47.683,46.635,45.588,44.549,43.512,42.482,41.456,40.441,39.432,38.432,37.873,37.535,37.197,36.861,36.525,36.192,35.86,35.528000000000006,35.196,34.863,34.528999999999996,34.194,33.858999999999995,33.522999999999996,33.187,32.85
Mongolia,MNG,64.321,62.318,60.27,58.944,58.415,57.886,57.353,56.819,56.283,55.664,54.948,54.23,53.509,52.789,52.067,51.344,50.619,49.897,49.173,48.512,47.917,47.324,46.732,46.14,45.548,44.96,44.372,43.785,43.2,42.922,42.967,43.013,43.058,43.104,43.149,43.195,43.24,43.286,43.331,43.377,42.867,41.778,40.696,39.622,38.557,37.506,36.465,35.43600000000001,34.419,33.42,32.43300000000001,32.037000000000006,31.97,31.903000000000006,31.837000000000003,31.77,31.703000000000003,31.637,31.555,31.456999999999994
Mozambique,MOZ,93.132,92.949,92.754,92.555,92.35,92.14,91.925,91.70400000000001,91.478,91.247,91.01,90.702,90.32900000000001,89.944,89.544,89.131,88.703,88.261,87.803,87.331,86.842,85.949,84.965,83.926,82.828,81.674,80.459,79.185,77.848,76.455,75.0,74.513,74.02,73.521,73.01599999999999,72.505,71.987,71.465,71.258,71.08,70.902,70.723,70.543,70.363,70.182,70.001,69.818,69.636,69.168,68.672,68.17,67.664,67.154,66.64,66.122,65.6,65.074,64.545,64.012,63.472
Mauritania,MRT,93.12,92.565,91.969,91.32900000000001,90.643,89.91,89.126,88.288,87.394,86.446,85.436,84.364,83.227,82.029,80.763,79.431,78.029,76.673,75.373,74.025,72.629,71.19,69.705,68.178,66.60900000000001,65.006,63.366,61.695,60.43,60.553,60.677,60.801,60.925,61.048,61.171,61.295,61.418,61.541,61.663,61.786,61.909,61.384,60.52,59.649,58.771,57.889,57.002,56.11,55.212,54.314,53.412,52.507,51.6,50.694,49.797,48.911,48.038,47.176,46.328,45.493
Mauritius,MUS,64.88900000000001,64.17099999999999,63.445,62.714,61.975,61.233,60.484,59.731,58.972,58.21,57.444,56.674,55.9,56.119,56.338,56.557,56.776,56.995,57.213,57.431,57.649,57.866,58.083,58.299,57.988,57.675,57.361,57.047,56.731,56.416,56.1,56.223,56.347,56.47,56.593,56.716,56.839,56.962,57.084,57.207,57.33,57.441,57.553,57.665,57.777,57.888,58.0,58.111,58.223,58.334,58.445,58.556,58.668,58.778,58.889,59.0,59.09,59.159,59.207,59.234
Malawi,MWI,95.61,95.511,95.41,95.306,95.2,95.092,94.982,94.751,94.495,94.227,93.947,93.655,93.349,93.03,92.696,92.348,91.985,91.606,91.364,91.159,90.95,90.737,90.519,90.29599999999999,90.069,89.837,89.6,89.359,89.066,88.757,88.44,88.115,87.782,87.44200000000001,87.093,86.737,86.371,85.998,85.616,85.478,85.39,85.30199999999999,85.214,85.125,85.036,84.946,84.856,84.765,84.674,84.571,84.456,84.328,84.188,84.034,83.868,83.687,83.494,83.286,83.063,82.826
Malaysia,MYS,73.402,72.759,72.105,71.44200000000001,70.768,70.087,69.396,68.696,67.987,67.271,66.54599999999999,65.729,64.896,64.056,63.206,62.348,61.481,60.609,59.729,58.842,57.956,57.193,56.426,55.655,54.881,54.107,53.329,52.55,51.768,50.988,50.206,49.424,48.186,46.891,45.598,44.312,43.031,41.763,40.504,39.258,38.023,37.078,36.144,35.22,34.306,33.406000000000006,32.516999999999996,31.64,30.775,29.925,29.087999999999994,28.391000000000005,27.725,27.07,26.423000000000002,25.787000000000006,25.16,24.552999999999997,23.964,23.393
Namibia,NAM,82.09100000000001,81.666,81.252,80.83,80.4,79.965,79.52199999999999,79.071,78.613,78.148,77.708,77.441,77.17099999999999,76.9,76.626,76.349,76.071,75.79,75.507,75.22200000000001,74.934,74.645,74.389,74.139,73.887,73.634,73.379,73.123,72.864,72.605,72.344,72.081,71.664,71.17699999999999,70.684,70.187,69.684,69.17699999999999,68.665,68.149,67.62700000000001,67.102,66.23400000000001,65.291,64.334,63.368,62.39,61.402,60.403,59.399,58.384,57.363,56.307,55.244,54.174,53.1,52.039,50.995,49.968,48.958
Niger,NER,94.207,94.104,94.0,93.741,93.471,93.191,92.9,92.507,92.094,91.661,91.206,90.729,90.228,89.70400000000001,89.155,88.581,87.979,87.352,86.975,86.767,86.557,86.344,86.129,85.91,85.688,85.464,85.237,85.007,84.791,84.711,84.632,84.551,84.471,84.39,84.309,84.227,84.145,84.063,83.98,83.89699999999999,83.814,83.74,83.745,83.749,83.753,83.758,83.762,83.76599999999999,83.771,83.775,83.779,83.78399999999999,83.788,83.792,83.781,83.753,83.71,83.65,83.575,83.483
Nigeria,NGA,84.59,84.367,84.142,83.913,83.682,83.449,83.212,82.973,82.731,82.487,82.24,81.849,81.451,81.048,80.637,80.22,79.795,79.364,78.926,78.482,78.03,77.32900000000001,76.611,75.878,75.128,74.365,73.586,72.791,71.981,71.158,70.32,69.824,69.32300000000001,68.818,68.309,67.795,67.275,66.753,66.227,65.696,65.16,64.331,63.492,62.644,61.788,60.926,60.057,59.181,58.298,57.412,56.52,55.634,54.754,53.882,53.018,52.162,51.317,50.481,49.656,48.843
Nicaragua,NIC,60.419,59.97,59.519,58.995,58.145,57.293,56.435,55.573,54.707,53.84,52.97,52.215,51.937,51.659,51.38,51.102,50.823,50.544,50.266,49.987,49.708,49.43,49.151,48.873,48.594,48.316,48.037,47.759,47.481,47.203,46.925,46.648,46.37,46.093,45.817,45.563,45.413,45.263,45.114,44.964,44.815,44.665,44.516,44.367,44.218,44.065,43.868,43.672,43.475,43.279,43.083,42.887,42.691,42.495,42.3,42.105,41.91,41.701,41.478,41.24
Netherlands,NLD,40.248,39.98,39.796,39.613,39.43,39.247,39.064,38.882,38.7,38.519,38.337,38.087,37.768,37.45,37.133,36.817,36.502,36.189,35.876999999999995,35.565,35.255,34.896,34.489000000000004,34.084,33.681,33.281000000000006,32.882999999999996,32.486999999999995,32.093999999999994,31.703999999999994,31.316000000000003,30.671000000000006,29.777,28.9,28.037999999999997,27.191000000000003,26.36,25.546999999999997,24.75,23.97,23.205,22.17,20.887,19.659000000000006,18.486000000000004,17.37,16.364000000000004,15.460999999999999,14.597999999999999,13.712000000000003,12.866,12.120999999999995,11.412000000000006,10.813000000000002,10.31,9.826999999999998,9.365,8.923000000000002,8.51,8.123999999999995
Norway,NOR,50.08,49.002,47.347,45.698,44.056,42.432,40.821,39.23,37.66,36.119,34.604,33.77,33.275,32.784000000000006,32.297,31.813000000000002,31.333,30.858000000000004,30.385999999999996,29.918999999999997,29.455,29.212999999999994,29.081999999999994,28.950999999999993,28.82,28.69,28.56,28.43,28.301000000000002,28.171999999999997,28.043999999999997,27.735,27.335,26.938999999999993,26.546999999999997,26.212999999999994,25.938000000000002,25.524,24.973,24.430999999999997,23.98,23.622,23.266999999999996,22.915999999999997,22.601,22.325,22.05,21.766000000000005,21.474000000000004,21.185,20.897999999999996,20.545,20.126000000000005,19.714,19.308000000000007,18.909000000000006,18.515,18.129000000000005,17.751999999999995,17.384
Nepal,NPL,96.52,96.429,96.388,96.347,96.305,96.263,96.22,96.177,96.133,96.089,96.044,95.995,95.80199999999999,95.601,95.39,95.17,94.939,94.69800000000001,94.447,94.184,93.909,93.624,93.384,93.136,92.879,92.614,92.34,92.056,91.762,91.459,91.146,90.82,90.418,90.001,89.56700000000001,89.117,88.65,88.166,87.664,87.143,86.603,86.053,85.76,85.462,85.159,84.851,84.538,84.219,83.895,83.566,83.232,82.892,82.542,82.185,81.818,81.443,81.05799999999999,80.664,80.26,79.84700000000001
