Country,Country_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Costa Rica,CRI,65.74600000000001,65.67099999999999,65.596,65.394,64.803,64.209,63.61,63.007,62.399,61.788,61.173,60.555,59.932,59.345,58.998,58.651,58.302,57.954,57.604,57.253,56.901,56.55,56.197,55.844,55.458,54.555,53.647,52.736,51.823,50.911,49.997,49.083,48.168,47.257,46.347,45.439,44.533,43.633,42.736,41.843,40.948,39.59,38.247,36.92,35.611999999999995,34.328,33.065,31.825999999999993,30.61,29.425,28.263999999999996,27.132000000000005,26.054000000000002,25.03,24.058999999999997,23.138000000000005,22.265,21.44,20.66,19.924000000000007
Cuba,CUB,41.599,41.412,41.224,41.037,40.85,40.663,40.477,40.291,40.105,39.919,39.734,39.024,38.2,37.386,36.577,35.775999999999996,34.982,34.19799999999999,33.42100000000001,32.653999999999996,31.894000000000005,31.147000000000006,30.586,30.075,29.566999999999993,29.066999999999993,28.57,28.078999999999994,27.592,27.111999999999995,26.635999999999996,26.323999999999998,26.173000000000002,26.022999999999996,25.873000000000005,25.723,25.573999999999998,25.382000000000005,25.145,24.911,24.677000000000007,24.445,24.215,24.052999999999997,23.959000000000003,23.866,23.772999999999996,23.68,23.587000000000003,23.495,23.403000000000006,23.311000000000007,23.218999999999994,23.173000000000002,23.138999999999996,23.104,23.07,23.022999999999996,22.962999999999994,22.891000000000005
Cyprus,CYP,64.372,63.825,63.326,62.824,62.319,61.812,61.302,60.79,60.274,59.758,59.239,58.717,58.193,57.243,54.993,52.723,50.437,48.157,45.881,43.622,41.386,39.191,37.036,36.178,35.748000000000005,35.322,34.897999999999996,34.476,34.055,33.638999999999996,33.224000000000004,32.812,32.402,32.208,32.085,31.962000000000003,31.839,31.717,31.595,31.473,31.352000000000004,31.230999999999995,31.305999999999997,31.447000000000003,31.59,31.732,31.875,32.018,32.161,32.305,32.449,32.593999999999994,32.739000000000004,32.863,32.968999999999994,33.054,33.119,33.164,33.19,33.195
Czechia,CZE,40.452,39.937,39.445,38.956,38.468,37.984,37.502,37.022,36.544,36.07,35.598,34.705,33.516000000000005,32.351,31.206000000000003,30.083,28.982,27.908,26.858000000000004,25.833,24.833,24.519000000000005,24.548000000000002,24.576999999999998,24.605999999999995,24.635,24.664,24.692999999999998,24.721999999999994,24.751000000000005,24.78,24.842,24.97,25.099000000000004,25.227999999999994,25.357,25.486999999999995,25.617999999999995,25.748999999999995,25.88,26.012,26.123000000000005,26.191000000000003,26.26,26.328999999999994,26.397999999999996,26.467,26.537000000000006,26.605999999999995,26.676000000000002,26.745,26.815,26.802999999999997,26.71,26.616,26.522999999999996,26.43,26.325,26.208,26.078999999999994
Germany,DEU,28.616,28.302999999999997,28.238,28.174000000000007,28.108999999999995,28.045,27.980999999999995,27.917,27.852999999999994,27.789,27.726,27.668000000000006,27.611000000000004,27.554000000000002,27.497,27.44,27.382999999999996,27.325999999999993,27.27,27.212999999999994,27.156000000000006,27.010999999999996,26.893,26.897000000000006,27.057000000000002,27.289,27.382999999999996,27.164,27.001000000000005,27.024,26.882000000000005,26.730999999999995,26.64,26.503,26.29,26.078000000000003,25.867000000000004,25.658,25.448999999999998,25.242000000000004,25.035,24.83,24.626000000000005,24.423000000000002,24.221000000000004,24.02,23.820999999999998,23.622,23.425,23.229,23.034000000000006,22.84,22.83,22.82,22.81,22.8,22.775999999999996,22.739000000000004,22.688000000000002,22.623999999999995
Djibouti,DJI,49.675,48.552,47.381,46.213,45.048,43.891,42.74,41.596,40.46,39.336,38.223,37.122,36.032,34.96,33.900999999999996,32.858000000000004,31.83,30.822000000000003,29.831000000000003,28.858999999999995,27.903999999999996,26.971999999999994,26.058000000000007,25.495999999999995,25.285,25.075,24.866,24.659000000000006,24.451999999999998,24.247,24.043000000000006,23.885999999999996,23.839,23.793000000000006,23.745999999999995,23.7,23.653000000000006,23.607,23.561000000000007,23.515,23.468000000000004,23.421999999999997,23.376000000000005,23.33,23.284000000000006,23.239000000000004,23.192999999999998,23.147000000000006,23.101,23.055999999999997,23.001000000000005,22.936000000000007,22.861999999999995,22.778000000000006,22.686000000000007,22.583,22.471999999999994,22.352000000000004,22.223,22.085
Dominica,DMA,62.154,62.088,62.021,61.954,61.887,61.82,61.753,61.686,61.619,61.552,61.317,60.53,59.736,58.939,58.136,57.329,56.516,55.703,54.885,54.065,53.241,52.207,50.476,48.743,47.01,45.29,43.578,41.882,40.202,38.55,36.921,35.518,35.431,35.343999999999994,35.256,35.169,35.081999999999994,34.995,34.908,34.821,34.735,34.617999999999995,34.31100000000001,34.006,33.70099999999999,33.399,33.096999999999994,32.797,32.498000000000005,32.20099999999999,31.906000000000006,31.611000000000004,31.315,31.018,30.72,30.421000000000006,30.12,29.819000000000003,29.516999999999996,29.214
Denmark,DNK,26.313000000000002,25.583,24.906999999999996,24.242999999999995,23.590999999999994,22.951999999999998,22.381,21.837000000000003,21.302000000000007,20.778000000000006,20.263000000000005,19.760999999999996,19.269000000000005,18.789,18.316999999999993,17.854,17.4,17.114000000000004,16.831000000000003,16.552000000000007,16.277,16.085,15.975,15.866,15.757000000000005,15.649000000000001,15.542000000000002,15.435,15.328999999999994,15.222999999999999,15.156999999999996,15.129000000000005,15.102000000000004,15.075,15.048000000000002,15.021,14.994,14.966999999999999,14.94,14.914000000000001,14.9,14.85,14.75,14.64,14.433999999999997,14.144000000000005,13.902000000000001,13.706999999999994,13.513000000000005,13.346000000000004,13.205,13.043000000000006,12.858000000000004,12.707999999999998,12.59,12.474000000000004,12.358000000000004,12.242999999999995,12.126000000000005,12.006
Dominican Republic,DOM,69.809,68.888,67.926,66.94800000000001,65.95400000000001,64.94800000000001,63.927,62.894,61.847,60.793,59.726,58.649,57.563,56.473,55.374,54.271,53.162,52.052,50.939,49.825,48.71,47.599,46.95,46.677,46.404,46.132,45.86,45.588,45.316,45.045,44.774,44.503,44.233,43.963,43.248,42.402,41.559,40.724,39.893,39.067,38.247,37.435,36.629,35.395,33.997,32.63,31.29,29.98,28.7,27.458,26.247,25.173000000000002,24.197999999999993,23.251000000000005,22.33,21.433999999999997,20.563999999999993,19.723,18.926000000000002,18.171999999999997
Algeria,DZA,69.49,68.203,66.786,65.338,63.859,62.357,61.16,60.996,60.831,60.666,60.5,60.335,60.169,60.003,59.837,59.67,59.503,59.072,58.206,57.335,56.458,55.58,54.697,53.811,52.921,52.032,51.14,50.278,49.489,48.702,47.915,47.129,46.343,45.561,44.781,44.003,43.226,42.456,41.687,40.882,40.081,39.288,38.499,37.716,36.939,36.17,35.407,34.652,33.903000000000006,33.17400000000001,32.46,31.763999999999996,31.085,30.424000000000007,29.778999999999996,29.152,28.540999999999997,27.947999999999993,27.370999999999995,26.811000000000007
Ecuador,ECU,66.122,65.53399999999999,64.94,64.394,63.878,63.36,62.838,62.314,61.785,61.256,60.722,60.187,59.648,59.108,58.543,57.637,56.724,55.809,54.889,53.966,53.039,52.112,51.182,50.342,49.562,48.785,48.007,47.231,46.454,45.682,44.91,44.291,43.774,43.26,42.746,42.234,41.723,41.215,40.709,40.204,39.701,39.201,38.882,38.684,38.486,38.289,38.093,37.896,37.7,37.505,37.31,37.149,37.012,36.875,36.739,36.602,36.466,36.33,36.179,36.014
"Egypt, Arab Rep.",EGY,62.136,61.728,61.376,61.023,60.669,60.314,59.958,59.601,59.242,58.883,58.523,58.162,57.8,57.437,57.074,56.709,56.344,56.19,56.174,56.158,56.142,56.126,56.11,56.094,56.078,56.062,56.046,56.123,56.256,56.389,56.522,56.655,56.788,56.921,57.054,57.186,57.319,57.342,57.296,57.25,57.203,57.157,57.111,57.065,57.019,56.973,56.927,56.922,56.942,56.961,56.981,57.0,57.054,57.107,57.161,57.215,57.268,57.295,57.296,57.27
Eritrea,ERI,90.201,89.886,89.562,89.228,88.885,88.534,88.172,87.8,87.642,87.483,87.322,87.159,86.994,86.827,86.659,86.489,86.316,86.143,85.967,85.789,85.61,85.428,85.245,85.06,84.818,84.243,83.649,83.038,82.408,81.761,81.095,80.41,79.706,78.985,78.245,77.486,76.707,75.912,75.09700000000001,74.265,73.413,72.545,71.65899999999999,70.756,69.836,68.901,67.949,66.983,66.0,65.415,64.825,64.229,,,,,,,,
Spain,ESP,43.433,42.697,41.692,40.694,39.702,38.722,37.749,36.786,35.831999999999994,34.891999999999996,33.962,33.152,32.459,31.775999999999996,31.099000000000004,30.43,29.769000000000005,29.117000000000004,28.473,27.837999999999994,27.211,26.721000000000004,26.485,26.251000000000005,26.018,25.787000000000006,25.555999999999997,25.326999999999998,25.1,24.873999999999995,24.649,24.471999999999994,24.39,24.308000000000007,24.226,24.144000000000005,24.061999999999998,23.980999999999995,23.9,23.819000000000003,23.738,23.656999999999996,23.467,23.221999999999994,22.977999999999994,22.736999999999995,22.498000000000005,22.26,22.024,21.79,21.558000000000007,21.326999999999998,21.098,20.867000000000004,20.634,20.397999999999996,20.16,19.92,19.679000000000002,19.435
Estonia,EST,42.467,41.696,40.928,40.164,39.404,38.652,37.903,37.161,36.423,35.693,35.053,34.516999999999996,33.983000000000004,33.455,32.931,32.411,31.894000000000005,31.382999999999996,30.876000000000005,30.503,30.289,30.075999999999993,29.864000000000004,29.653000000000006,29.441999999999993,29.233000000000004,29.025,28.816999999999993,28.61,28.585,28.769000000000005,28.953999999999994,29.14,29.325999999999993,29.513000000000005,29.7,29.888999999999996,30.076999999999998,30.266999999999996,30.456999999999994,30.632000000000005,30.757999999999996,30.884,31.010999999999996,31.138000000000005,31.265,31.393,31.521,31.649,31.777,31.906000000000006,32.035,32.025999999999996,31.878,31.730999999999995,31.584000000000003,31.436999999999998,31.283,31.12,30.948999999999998
Ethiopia,ETH,93.56700000000001,93.35,93.126,92.896,92.658,92.413,92.16,91.9,91.74,91.578,91.412,91.244,91.072,90.898,90.721,90.54,90.356,90.17,89.98,89.786,89.59,89.39,89.187,88.98,88.768,88.547,88.321,88.091,87.857,87.62,87.379,87.133,86.884,86.63,86.373,86.173,85.994,85.814,85.631,85.447,85.26,85.07300000000001,84.882,84.69,84.496,84.3,84.101,83.884,83.49,83.09,82.681,82.265,81.84,81.425,81.002,80.572,80.134,79.69,79.237,78.775
Finland,FIN,44.71,43.679,42.838,42.002,41.168,40.342,39.52,38.705,37.894,37.092,36.296,35.477000000000004,34.634,33.803,32.980999999999995,32.169,31.366,30.576999999999998,29.798000000000002,29.03,28.272999999999996,27.471999999999994,26.626999999999995,25.798000000000002,24.985,24.191999999999993,23.433000000000007,22.709000000000003,22.0,21.308999999999997,20.632999999999996,20.156999999999996,19.872,19.590999999999994,19.311999999999998,19.037000000000006,18.777,18.534000000000006,18.293000000000006,18.054000000000002,17.816999999999993,17.632000000000005,17.497,17.361999999999995,17.227999999999994,17.095,16.962999999999994,16.831999999999994,16.700999999999993,16.570999999999998,16.23,15.686999999999998,15.159000000000006,14.875,14.825,14.775,14.725,14.675,14.617999999999995,14.554000000000002
Fiji,FJI,70.319,69.752,69.17699999999999,68.59700000000001,68.009,67.418,66.82,66.396,66.013,65.62899999999999,65.24199999999999,64.85300000000001,64.462,64.07,63.676,63.279,62.881,62.681,62.531,62.381,62.231,62.081,61.93,61.779,61.628,61.477,61.325,60.673,59.915,59.155,58.389,57.619,56.844,56.067,55.287,54.504,53.718,53.268,52.877,52.485,52.092,51.7,51.308,50.915,50.521,50.129,49.736,49.343,48.854,48.342,47.829,47.317,46.804,46.294,45.784,45.274,44.765,44.258,43.752,43.25
France,FRA,38.12,37.393,36.511,35.298,34.102000000000004,32.929,31.775,30.643,29.762,29.352000000000004,28.945,28.540999999999997,28.14,27.744,27.35,27.073999999999998,27.003,26.932000000000002,26.86,26.789,26.718000000000004,26.647999999999996,26.575,26.5,26.425,26.35,26.275,26.2,26.125,26.05,25.944000000000003,25.771,25.599000000000004,25.427999999999997,25.257000000000005,25.087999999999994,24.918000000000006,24.75,24.583,24.385999999999996,24.129000000000005,23.873000000000005,23.62,23.367999999999995,23.117000000000004,22.87,22.623000000000005,22.379000000000005,22.132000000000005,21.882999999999996,21.631,21.378,21.122,20.865,20.605999999999995,20.345,20.083,19.82,19.555999999999997,19.290999999999997
"Micronesia, Fed. Sts.",FSM,77.688,77.447,77.203,76.958,76.711,76.463,76.212,75.96,75.705,75.449,75.19200000000001,74.932,74.67,74.407,74.259,74.142,74.025,73.908,73.791,73.673,73.555,73.583,73.65,73.717,73.78399999999999,73.851,73.917,73.98400000000001,74.05,74.116,74.182,74.248,74.314,74.38,74.446,74.932,75.527,76.111,76.686,77.251,77.67,77.67,77.67,77.67,77.67,77.67,77.676,77.68299999999999,77.689,77.695,77.702,77.695,77.676,77.645,77.601,77.544,77.474,77.392,77.297,77.188
Gabon,GAB,82.602,81.67,80.406,79.077,77.682,76.225,74.703,73.117,71.467,69.763,68.0,65.918,63.769,61.57,59.319,57.029,54.705,52.367,50.015,47.663,45.318,43.0,41.628,40.27,38.924,37.598,36.289,35.0,33.587999999999994,32.208,30.857,29.537999999999997,28.251000000000005,27.001000000000005,26.078999999999994,25.203000000000003,24.346000000000004,23.51,22.694000000000003,21.897999999999996,21.120999999999995,20.367000000000004,19.632000000000005,18.917,18.221999999999994,17.548000000000002,16.893,16.257999999999996,15.641000000000005,15.045,14.466999999999999,13.908000000000001,13.366,12.843999999999994,12.349000000000004,11.882000000000005,11.441000000000003,11.024000000000001,10.63,10.259
United Kingdom,GBR,21.555999999999997,21.626000000000005,21.763000000000005,21.900999999999996,22.04,22.179000000000002,22.317999999999998,22.459000000000003,22.6,22.741,22.882999999999996,22.97,22.805,22.641999999999996,22.479,22.316999999999993,22.156000000000006,21.995,21.836,21.677000000000007,21.519000000000005,21.412000000000006,21.461,21.510999999999996,21.56,21.61,21.66,21.71,21.76,21.81,21.86,21.888000000000005,21.828000000000003,21.768,21.706999999999994,21.647000000000006,21.587000000000003,21.528000000000006,21.468000000000004,21.409000000000006,21.349000000000004,21.248999999999995,20.953000000000003,20.661,20.370999999999995,20.085,19.801000000000002,19.521,19.242999999999995,18.968999999999994,18.697999999999993,18.43,18.162999999999997,17.897999999999996,17.635,17.373999999999995,17.114000000000004,16.857,16.602000000000004,16.348
Georgia,GEO,56.931,56.441,55.949,55.456,54.961,54.466,53.97,53.473,52.975,52.478,51.994,51.526,51.058,50.591,50.124,49.656,49.188,48.721,48.253,47.844,47.503,47.164,46.824,46.484,46.145,45.806,45.468,45.13,44.792,44.723,44.962,45.201,45.441,45.68,45.92,46.159,46.4,46.64,46.88,47.121,47.362,47.602,47.559,47.17,46.782,46.395,46.008,45.621,45.235,44.85,44.465,44.081,43.697,43.315,42.933,42.552,42.163,41.769,41.368,40.961
Ghana,GHA,76.748,76.203,75.648,75.085,74.512,73.93299999999999,73.344,72.746,72.14,71.527,71.042,70.826,70.608,70.39,70.17099999999999,69.951,69.73,69.508,69.286,69.062,68.837,68.612,68.386,68.158,67.791,67.104,66.40899999999999,65.707,64.99600000000001,64.281,63.559,62.83,62.095,61.356,60.61,59.86,59.104,58.346,57.582,56.816,56.071,55.399,54.725,54.049,53.37,52.692,52.012,51.331,50.649,49.969,49.287,48.606,47.927,47.252,46.581,45.914,45.251,44.593,43.94,43.293
Guinea,GIN,89.528,89.064,88.582,88.081,87.561,87.022,86.463,85.884,85.284,84.664,84.023,83.35900000000001,82.673,81.967,81.237,80.485,79.709,78.913,78.093,77.25,76.383,75.497,74.586,73.928,73.654,73.379,73.102,72.822,72.541,72.259,71.974,71.688,71.399,71.11,70.818,70.525,70.23,69.94800000000001,69.67699999999999,69.405,69.131,68.856,68.58,68.30199999999999,68.023,67.743,67.461,67.178,66.894,66.60900000000001,66.322,66.03399999999999,65.745,65.455,65.164,64.85900000000001,64.54,64.207,63.86,63.5
"Gambia, The",GMB,87.871,87.669,87.465,87.138,86.32300000000001,85.467,84.56700000000001,83.621,82.627,81.59,80.504,79.37,78.186,77.059,76.325,75.574,74.807,74.026,73.22800000000001,72.415,71.586,70.744,69.887,68.992,67.993,66.981,65.951,64.906,63.845,62.774,61.688,60.59,59.48,58.414,57.528,56.638,55.742,54.845,53.943,53.039,52.132,51.225,50.317,49.445,48.712,47.98,47.249,46.519,45.789,45.063,44.338,43.616,42.895,42.18,41.472,40.772,40.082,39.401,38.73,38.069
Guinea-Bissau,GNB,86.4,86.253,86.105,85.955,85.803,85.651,85.497,85.342,85.185,85.028,84.868,84.707,84.545,84.382,84.217,84.05,83.882,83.713,83.543,83.23,82.196,81.117,79.987,78.806,77.574,76.29599999999999,74.96600000000001,73.587,72.15899999999999,70.688,69.17,67.61,66.729,66.365,65.99799999999999,65.62899999999999,65.25800000000001,64.886,64.512,64.135,63.757,63.378,62.996,62.613,62.228,61.843,61.455,61.066,60.675,60.284,59.889,59.492,59.092,58.69,58.285,57.877,57.467,57.055,56.64,56.223
Equatorial Guinea,GNQ,74.463,73.856,73.76599999999999,73.67699999999999,73.587,73.498,73.408,73.318,73.227,73.137,73.04599999999999,72.955,72.864,72.773,72.681,72.59,72.498,72.406,72.313,72.221,72.128,72.035,71.94200000000001,71.849,70.97200000000001,70.06,69.129,68.18299999999999,67.22,66.245,65.255,64.25200000000001,63.234,62.208,61.169,59.506,57.813,56.107,54.384,52.65,50.908,49.168,47.427,45.693,43.967,42.26,40.569,38.9,37.255,35.641999999999996,34.06,32.512,31.0,30.456000000000003,29.917,29.384,28.861999999999995,28.354,27.857,27.373000000000005
Greece,GRC,44.064,43.547,42.66,41.778,40.901,40.031,39.167,38.309,37.457,36.615,35.78,35.04900000000001,34.54600000000001,34.048,33.55200000000001,33.06,32.571,32.087999999999994,31.607,31.13,30.656999999999996,30.254000000000005,30.06,29.866,29.673000000000002,29.482,29.290999999999997,29.1,28.91,28.721000000000004,28.533,28.365,28.242999999999995,28.122,28.001999999999995,27.881,27.760999999999996,27.641999999999996,27.522000000000006,27.403000000000006,27.284000000000006,27.087000000000003,26.697000000000003,26.311000000000007,25.927000000000007,25.548000000000002,25.173000000000002,24.801000000000002,24.432000000000002,24.067999999999998,23.708,23.351,22.995999999999995,22.645,22.298000000000002,21.953999999999994,21.613,21.275999999999996,20.941999999999993,20.611999999999995
Grenada,GRD,69.668,69.481,69.293,69.105,68.915,68.726,68.535,68.344,68.152,67.96,67.788,67.719,67.649,67.57900000000001,67.509,67.439,67.369,67.299,67.229,67.15899999999999,67.088,67.02199999999999,66.97200000000001,66.922,66.872,66.82300000000001,66.773,66.723,66.673,66.62299999999999,66.57300000000001,66.497,66.256,66.015,65.773,65.53,65.286,65.041,64.79599999999999,64.55,64.30199999999999,64.081,64.087,64.093,64.09899999999999,64.105,64.11099999999999,64.11699999999999,64.12299999999999,64.12899999999999,64.135,64.14099999999999,64.131,64.104,64.062,64.003,63.928,63.836,63.728,63.604
Guatemala,GTM,68.879,68.232,67.576,66.914,66.318,66.011,65.702,65.392,65.081,64.768,64.455,64.13900000000001,63.823,63.506,63.191,62.875,62.557,62.238,61.919,61.598,61.276,60.953,60.63,60.305,59.979,59.653,59.326,58.998,58.668,58.339,58.008,57.677,57.345,57.013,56.68,56.346,56.011,55.677,55.341,55.005,54.668,54.332,53.995,53.682,53.384,53.087,52.79,52.492,52.193,51.896,51.597,51.299,51.0,50.689,50.366,50.029,49.681,49.32,48.946,48.561
Guyana,GUY,70.991,70.951,70.911,70.871,70.831,70.791,70.751,70.711,70.67099999999999,70.631,70.575,70.467,70.35900000000001,70.25,70.142,70.033,69.924,69.814,69.705,69.595,69.512,69.604,69.695,69.785,69.876,69.967,70.057,70.14699999999999,70.237,70.327,70.417,70.507,70.596,70.685,70.774,70.863,70.952,71.041,71.129,71.218,71.306,71.394,71.482,71.693,71.936,72.178,72.418,72.657,72.895,73.131,73.366,73.6,73.6,73.6,73.586,73.559,73.518,73.462,73.394,73.311
Honduras,HND,77.253,76.682,76.1,75.509,74.906,74.29599999999999,73.675,73.045,72.404,71.756,71.098,70.431,69.754,69.07,68.429,67.89,67.34700000000001,66.8,66.24799999999999,65.691,65.13,64.565,63.996,63.423,62.845,62.265,61.681,61.093,60.519,60.031,59.54,59.047,58.552,58.057,57.559,57.059,56.558,56.056,55.553,55.048,54.542,54.036,53.39,52.733,52.073,51.415,50.755,50.095,49.434,48.775,48.115,47.457,46.798,46.142,45.486,44.835,44.187,43.543,42.904,42.27
Croatia,HRV,69.846,68.96,67.999,67.021,66.02799999999999,65.023,64.003,62.97,61.924,60.87,59.804,58.832,58.161,57.489,56.814,56.136,55.455,54.773,54.089,53.403,52.715,52.113,51.763,51.413,51.063,50.713,50.363,50.013,49.662,49.313,48.963,48.643,48.412,48.182,47.952,47.721,47.491,47.261,47.032,46.802,46.572,46.358,46.19,46.021,45.853,45.685,45.517,45.349,45.181,45.013,44.845,44.678,44.494,44.294,44.077,43.845,43.597,43.333,43.053,42.758
Haiti,HTI,84.407,84.025,83.635,83.238,82.832,82.42,81.999,81.571,81.134,80.69,80.238,79.77799999999999,79.67699999999999,79.65,79.623,79.596,79.569,79.541,79.514,79.487,79.459,79.432,79.405,78.64,77.703,76.739,75.745,74.723,73.67099999999999,72.595,71.49,70.35900000000001,69.2,68.61,68.013,67.41,66.8,66.208,65.61099999999999,65.00800000000001,64.4,62.749,61.065,59.355,58.321,57.362,56.396,55.426,54.449,53.472,52.491,51.508,50.523,49.54,48.556,47.573,46.604,45.654,44.722,43.808
Hungary,HUN,44.089,43.665,43.242,42.819,42.397,41.978,41.559,41.141,40.724,40.309,39.888,39.461,39.035,38.612,38.19,37.769,37.35,36.934,36.52,36.107,35.809,35.628,35.447,35.266000000000005,35.085,34.905,34.726,34.547,34.367999999999995,34.19,34.162000000000006,34.287000000000006,34.413,34.539,34.665,34.791,34.917,35.044,35.17100000000001,35.298,35.425,35.33,34.919,34.510999999999996,34.104,33.635,33.105,32.57899999999999,32.057,31.54,31.089,30.641999999999996,30.322000000000003,30.046999999999997,29.772999999999996,29.5,29.221000000000004,28.938000000000002,28.649,28.355999999999995
Indonesia,IDN,85.414,85.179,84.94200000000001,84.701,84.457,84.211,83.961,83.707,83.451,83.191,82.929,82.662,82.221,81.72,81.207,80.68299999999999,80.14699999999999,79.602,79.044,78.476,77.896,77.185,76.394,75.585,74.756,73.911,73.047,72.165,71.264,70.349,69.416,68.387,67.297,66.19200000000001,65.06700000000001,63.924,62.765,61.594,60.407,59.208,57.998,57.217,56.432,55.644,54.851,54.058,53.262,52.465,51.665,50.866,50.086,49.405,48.724,48.045,47.365,46.687,46.011,45.341,44.675,44.015
India,IND,82.076,81.968,81.782,81.595,81.405,81.215,81.023,80.82900000000001,80.634,80.438,80.24,80.009,79.679,79.34700000000001,79.009,78.668,78.32300000000001,77.974,77.621,77.264,76.902,76.583,76.35300000000001,76.121,75.887,75.652,75.415,75.17699999999999,74.937,74.695,74.453,74.22200000000001,74.01599999999999,73.809,73.601,73.393,73.18299999999999,72.97200000000001,72.76,72.547,72.333,72.082,71.756,71.428,71.09700000000001,70.765,70.431,70.094,69.754,69.413,69.07,68.724,68.366,67.997,67.616,67.223,66.818,66.4,65.97,65.52799999999999
Ireland,IRL,54.816,54.607,54.397,54.187,53.977,53.767,53.363,52.205,51.044,49.885,48.724,47.731,47.389,47.048,46.706,46.366,46.025,45.685,45.345,45.006,44.667,44.366,44.206,44.045,43.885,43.725,43.573,43.447,43.322,43.196,43.071,42.927,42.707,42.488,42.269,42.051,41.827,41.581,41.336,41.09,40.845,40.601,40.351,40.075,39.798,39.523,39.262,39.06,38.859,38.658,38.458,38.258,38.058,37.859,37.66,37.462,37.263,37.053,36.83,36.595
"Iran, Islamic Rep.",IRN,66.265,65.61099999999999,64.949,64.282,63.609,62.932,62.248,61.443,60.563,59.679,58.788,57.89,56.986,56.08,55.168,54.253,53.334,52.53,51.79,51.049,50.307,49.566,48.825,48.084,47.343,46.605,45.867,45.283,44.743,44.206,43.67,43.135,42.347,41.481,40.62,39.764,38.913,38.147,37.412,36.682,35.958,35.242000000000004,34.532,33.828,33.131,32.44199999999999,31.760999999999996,31.135999999999996,30.542,29.955,29.373999999999995,28.8,28.245,27.705,27.17,26.641999999999996,26.12,25.605999999999995,25.102000000000004,24.608999999999995
Iraq,IRQ,57.101,55.568,54.022,52.468,50.907,49.349,48.132,47.055,45.98,44.911,43.846,42.786,41.731,40.687,39.649,38.621,37.602,36.596,35.822,35.147999999999996,34.479,33.81699999999999,33.161,32.512,31.867999999999995,31.233000000000004,30.604,29.983000000000004,29.927999999999997,30.111000000000004,30.293999999999997,30.477999999999994,30.662999999999997,30.848,31.034000000000006,31.22,31.406999999999996,31.595,31.611999999999995,31.558000000000007,31.504000000000005,31.45,31.396,31.342,31.287999999999997,31.233999999999995,31.180999999999997,31.126999999999995,31.072999999999993,31.02,30.897000000000006,30.732,30.567999999999998,30.405,30.242000000000004,30.078999999999994,29.906000000000006,29.721999999999994,29.527,29.322000000000003
Iceland,ISL,19.7,19.197000000000003,18.703000000000003,18.218999999999994,17.744,17.28,16.825,16.379000000000005,15.942999999999998,15.516999999999996,15.1,14.730999999999995,14.37,14.016999999999996,13.67,13.331000000000003,12.998000000000005,12.674000000000007,12.355999999999995,12.045,11.74,11.466999999999999,11.2,10.938000000000002,10.680999999999997,10.43,10.183999999999997,9.942999999999998,9.706000000000003,9.475999999999999,9.25,9.067999999999998,8.888000000000005,8.712999999999994,8.540000000000006,8.37,8.203000000000003,8.040000000000006,7.879000000000005,7.733000000000004,7.599000000000004,7.4680000000000035,7.337999999999994,7.2109999999999985,7.0859999999999985,6.962999999999994,6.840999999999994,6.721999999999994,6.605,6.489000000000004,6.426000000000002,6.412999999999997,6.400000000000006,6.367000000000004,6.332999999999998,6.3,6.265,6.227000000000004,6.186999999999998,6.145
Israel,ISR,23.152,22.015,21.245999999999995,20.498000000000005,19.768,19.06,18.37,17.7,17.048000000000002,16.418000000000006,15.805,15.210999999999999,14.649000000000001,14.206999999999994,13.775999999999996,13.357,12.947000000000003,12.55,12.162000000000006,11.785,11.417000000000002,11.06,10.712999999999994,10.391999999999996,10.281000000000006,10.171999999999997,10.063999999999993,9.956000000000003,9.849999999999994,9.745,9.641000000000005,9.537000000000006,9.435,9.334000000000003,9.233000000000004,9.134,9.057000000000002,8.991,8.926000000000002,8.861000000000004,8.796999999999997,8.733000000000004,8.67,8.607,8.543999999999997,8.482,8.42,8.358999999999995,8.298000000000002,8.236999999999995,8.174000000000007,8.108000000000004,8.040000000000006,7.968999999999994,7.896000000000001,7.820999999999998,7.744,7.6640000000000015,7.581999999999994,7.498999999999995
Italy,ITA,40.639,40.144,39.645,39.147,38.65,38.157,37.666,37.178,36.691,36.208,35.727999999999994,35.25,34.961,34.759,34.55800000000001,34.357,34.156000000000006,33.956,33.757000000000005,33.55800000000001,33.36,33.163,33.114000000000004,33.134,33.153999999999996,33.17400000000001,33.194,33.214,33.233999999999995,33.254000000000005,33.274,33.294,33.257999999999996,33.19799999999999,33.138000000000005,33.078,33.018,32.958,32.897999999999996,32.837999999999994,32.778000000000006,32.718,32.617999999999995,32.498999999999995,32.38,32.262,32.144000000000005,32.025999999999996,31.908,31.790999999999997,31.673000000000002,31.555999999999997,31.316000000000003,31.021,30.727999999999994,30.435,30.145,29.855999999999995,29.561999999999998,29.263999999999996
